Iteration_1_FACT 0
Iteration_1_BCAST 1
Iteration_1_SWAP 2
Iteration_1_UPDATE 3
Iteration_2_FACT 4
Iteration_2_BCAST 5
Iteration_2_SWAP 6
Iteration_2_UPDATE 7
Iteration_3_FACT 8
Iteration_3_BCAST 9
Iteration_3_SWAP 10
Iteration_3_UPDATE 11
Iteration_4_FACT 12
Iteration_4_BCAST 13
Iteration_4_SWAP 14
Iteration_4_UPDATE 15
Iteration_5_FACT 16
Iteration_5_BCAST 17
Iteration_5_SWAP 18
Iteration_5_UPDATE 19
Iteration_6_FACT 20
Iteration_6_BCAST 21
Iteration_6_SWAP 22
Iteration_6_UPDATE 23
Iteration_7_FACT 24
Iteration_7_BCAST 25
Iteration_7_SWAP 26
Iteration_7_UPDATE 27
Iteration_8_FACT 28
Iteration_8_BCAST 29
Iteration_8_SWAP 30
Iteration_8_UPDATE 31
Iteration_9_FACT 32
Iteration_9_BCAST 33
Iteration_9_SWAP 34
Iteration_9_UPDATE 35
Iteration_10_FACT 36
Iteration_10_BCAST 37
Iteration_10_SWAP 38
Iteration_10_UPDATE 39
Iteration_11_FACT 40
Iteration_11_BCAST 41
Iteration_11_SWAP 42
Iteration_11_UPDATE 43
Iteration_12_FACT 44
Iteration_12_BCAST 45
Iteration_12_SWAP 46
Iteration_12_UPDATE 47
Iteration_13_FACT 48
Iteration_13_BCAST 49
Iteration_13_SWAP 50
Iteration_13_UPDATE 51
Iteration_14_FACT 52
Iteration_14_BCAST 53
Iteration_14_SWAP 54
Iteration_14_UPDATE 55
Iteration_15_FACT 56
Iteration_15_BCAST 57
Iteration_15_SWAP 58
Iteration_15_UPDATE 59
Iteration_16_FACT 60
Iteration_16_BCAST 61
Iteration_16_SWAP 62
Iteration_16_UPDATE 63
Ad[60,7] 0.0
Ad[60,8] 0.0
Ad[60,9] 0.0
Ad[60,10] 0.0
Ad[60,11] 0.0
Ad[60,12] 0.0
Ad[60,13] 0.0
Ad[60,14] 0.0
Ad[60,15] 1.0
Ad[61,0] 0.0
Ad[61,1] 0.0
Ad[61,2] 0.0
Ad[61,3] 0.0
Ad[61,4] 0.0
Ad[61,5] 0.0
Ad[61,6] 0.0
Ad[61,7] 0.0
Ad[61,8] 0.0
Ad[61,9] 0.0
Ad[61,10] 0.0
Ad[61,11] 0.0
Ad[61,12] 0.0
Ad[61,13] 0.0
Ad[61,14] 0.0
Ad[61,15] 1.0
Ad[62,0] 0.0
Ad[62,1] 0.0
Ad[62,2] 0.0
Ad[62,3] 0.0
Ad[62,4] 0.0
Ad[62,5] 0.0
Ad[62,6] 0.0
Ad[62,7] 0.0
Ad[62,8] 0.0
Ad[62,9] 0.0
Ad[62,10] 0.0
Ad[62,11] 0.0
Ad[62,12] 0.0
Ad[62,13] 0.0
Ad[62,14] 0.0
Ad[62,15] 1.0
Ad[63,0] 0.0
Ad[63,1] 0.0
Ad[63,2] 0.0
Ad[63,3] 0.0
Ad[63,4] 0.0
Ad[63,5] 0.0
Ad[63,6] 0.0
Ad[63,7] 0.0
Ad[63,8] 0.0
Ad[63,9] 0.0
Ad[63,10] 0.0
Ad[63,11] 0.0
Ad[63,12] 0.0
Ad[63,13] 0.0
Ad[63,14] 0.0
Ad[63,15] 1.0
weight_tiling[0] 1.0
weight_tiling[1] 1.0
weight_tiling[2] 1.0
weight_tiling[3] 1.0
weight_tiling[4] 1.0
weight_tiling[5] 1.0
weight_tiling[6] 1.0
weight_tiling[7] 1.0
weight_tiling[8] 1.0
weight_tiling[9] 1.0
weight_tiling[10] 1.0
weight_tiling[11] 1.0
weight_tiling[12] 1.0
weight_tiling[13] 1.0
weight_tiling[14] 1.0
weight_tiling[15] 1.0
weight_tiling[16] 1.0
weight_tiling[17] 1.0
weight_tiling[18] 1.0
weight_tiling[19] 1.0
weight_tiling[20] 1.0
weight_tiling[21] 1.0
weight_tiling[22] 1.0
weight_tiling[23] 1.0
weight_tiling[24] 1.0
weight_tiling[25] 1.0
weight_tiling[26] 1.0
weight_tiling[27] 1.0
weight_tiling[28] 1.0
weight_tiling[29] 1.0
weight_tiling[30] 1.0
weight_tiling[31] 1.0
weight_tiling[32] 1.0
weight_tiling[33] 1.0
weight_tiling[34] 1.0
weight_tiling[35] 1.0
weight_tiling[36] 1.0
weight_tiling[37] 1.0
weight_tiling[38] 1.0
weight_tiling[39] 1.0
weight_tiling[40] 1.0
weight_tiling[41] 1.0
weight_tiling[42] 1.0
weight_tiling[43] 1.0
weight_tiling[44] 1.0
weight_tiling[45] 1.0
weight_tiling[46] 1.0
weight_tiling[47] 1.0
weight_tiling[48] 1.0
weight_tiling[49] 1.0
weight_tiling[50] 1.0
weight_tiling[51] 1.0
weight_tiling[52] 1.0
weight_tiling[53] 1.0
weight_tiling[54] 1.0
weight_tiling[55] 1.0
weight_tiling[56] 1.0
weight_tiling[57] 1.0
weight_tiling[58] 1.0
weight_tiling[59] 1.0
weight_tiling[60] 1.0
weight_tiling[61] 1.0
weight_tiling[62] 1.0
weight_tiling[63] 1.0
Par_lane[0] 1.0
Par_lane[1] 1.0
Par_lane[2] 1.0
Par_lane[3] 1.0
Par_lane[4] 1.0
Par_lane[5] 1.0
Par_lane[6] 1.0
Par_lane[7] 1.0
Par_lane[8] 1.0
Par_lane[9] 1.0
Par_lane[10] 1.0
Par_lane[11] 1.0
Par_lane[12] 1.0
Par_lane[13] 1.0
Par_lane[14] 1.0
Par_lane[15] 1.0
Par_lane[16] 1.0
Par_lane[17] 1.0
Par_lane[18] 1.0
Par_lane[19] 1.0
Par_lane[20] 1.0
Par_lane[21] 1.0
Par_lane[22] 1.0
Par_lane[23] 1.0
Par_lane[24] 1.0
Par_lane[25] 1.0
Par_lane[26] 1.0
Par_lane[27] 1.0
Par_lane[28] 1.0
Par_lane[29] 1.0
Par_lane[30] 1.0
Par_lane[31] 1.0
Par_lane[32] 1.0
Par_lane[33] 1.0
Par_lane[34] 1.0
Par_lane[35] 1.0
Par_lane[36] 1.0
Par_lane[37] 1.0
Par_lane[38] 1.0
Par_lane[39] 1.0
Par_lane[40] 1.0
Par_lane[41] 1.0
Par_lane[42] 1.0
Par_lane[43] 1.0
Par_lane[44] 1.0
Par_lane[45] 1.0
Par_lane[46] 1.0
Par_lane[47] 1.0
Par_lane[48] 1.0
Par_lane[49] 1.0
Par_lane[50] 1.0
Par_lane[51] 1.0
Par_lane[52] 1.0
Par_lane[53] 1.0
Par_lane[54] 1.0
Par_lane[55] 1.0
Par_lane[56] 1.0
Par_lane[57] 1.0
Par_lane[58] 1.0
Par_lane[59] 1.0
Par_lane[60] 1.0
Par_lane[61] 1.0
Par_lane[62] 1.0
Par_lane[63] 1.0
Par_stage[0] 1.0
Par_stage[1] 1.0
Par_stage[2] 1.0
Par_stage[3] 1.0
Par_stage[4] 1.0
Par_stage[5] 1.0
Par_stage[6] 1.0
Par_stage[7] 1.0
Par_stage[8] 1.0
Par_stage[9] 1.0
Par_stage[10] 1.0
Par_stage[11] 1.0
Par_stage[12] 1.0
Par_stage[13] 1.0
Par_stage[14] 1.0
Par_stage[15] 1.0
Par_stage[16] 1.0
Par_stage[17] 1.0
Par_stage[18] 1.0
Par_stage[19] 1.0
Par_stage[20] 1.0
Par_stage[21] 1.0
Par_stage[22] 1.0
Par_stage[23] 1.0
Par_stage[24] 1.0
Par_stage[25] 1.0
Par_stage[26] 1.0
Par_stage[27] 1.0
Par_stage[28] 1.0
Par_stage[29] 1.0
Par_stage[30] 1.0
Par_stage[31] 1.0
Par_stage[32] 1.0
Par_stage[33] 1.0
Par_stage[34] 1.0
Par_stage[35] 1.0
Par_stage[36] 1.0
Par_stage[37] 1.0
Par_stage[38] 1.0
Par_stage[39] 1.0
Par_stage[40] 1.0
Par_stage[41] 1.0
Par_stage[42] 1.0
Par_stage[43] 1.0
Par_stage[44] 1.0
Par_stage[45] 1.0
Par_stage[46] 1.0
Par_stage[47] 1.0
Par_stage[48] 1.0
Par_stage[49] 1.0
Par_stage[50] 1.0
Par_stage[51] 1.0
Par_stage[52] 1.0
Par_stage[53] 1.0
Par_stage[54] 1.0
Par_stage[55] 1.0
Par_stage[56] 1.0
Par_stage[57] 1.0
Par_stage[58] 1.0
Par_stage[59] 1.0
Par_stage[60] 1.0
Par_stage[61] 1.0
Par_stage[62] 1.0
Par_stage[63] 1.0
Par_total[0] 1.0
Par_total[1] 1.0
Par_total[2] 1.0
Par_total[3] 1.0
Par_total[4] 1.0
Par_total[5] 1.0
Par_total[6] 1.0
Par_total[7] 1.0
Par_total[8] 1.0
Par_total[9] 1.0
Par_total[10] 1.0
Par_total[11] 1.0
Par_total[12] 1.0
Par_total[13] 1.0
Par_total[14] 1.0
Par_total[15] 1.0
Par_total[16] 1.0
Par_total[17] 1.0
Par_total[18] 1.0
Par_total[19] 1.0
Par_total[20] 1.0
Par_total[21] 1.0
Par_total[22] 1.0
Par_total[23] 1.0
Par_total[24] 1.0
Par_total[25] 1.0
Par_total[26] 1.0
Par_total[27] 1.0
Par_total[28] 1.0
Par_total[29] 1.0
Par_total[30] 1.0
Par_total[31] 1.0
Par_total[32] 1.0
Par_total[33] 1.0
Par_total[34] 1.0
Par_total[35] 1.0
Par_total[36] 1.0
Par_total[37] 1.0
Par_total[38] 1.0
Par_total[39] 1.0
Par_total[40] 1.0
Par_total[41] 1.0
Par_total[42] 1.0
Par_total[43] 1.0
Par_total[44] 1.0
Par_total[45] 1.0
Par_total[46] 1.0
Par_total[47] 1.0
Par_total[48] 1.0
Par_total[49] 1.0
Par_total[50] 1.0
Par_total[51] 1.0
Par_total[52] 1.0
Par_total[53] 1.0
Par_total[54] 1.0
Par_total[55] 1.0
Par_total[56] 1.0
Par_total[57] 1.0
Par_total[58] 1.0
Par_total[59] 1.0
Par_total[60] 1.0
Par_total[61] 1.0
Par_total[62] 1.0
Par_total[63] 1.0
C6026 1.0
C6027 1.0
C6028 0.0
C6029 0.0
C6030 0.0
C6031 0.0
C6032 1.0
C6033 0.0
C6034 0.0
C6035 0.0
C6036 1.0
C6037 0.0
C6038 0.0
C6039 0.0
C6040 1.0
C6041 0.0
C6042 0.0
C6043 0.0
C6044 1.0
C6045 0.0
C6046 0.0
C6047 0.0
C6048 1.0
C6049 0.0
C6050 0.0
C6051 0.0
C6052 1.0
C6053 0.0
C6054 0.0
C6055 0.0
C6056 1.0
C6057 0.0
C6058 0.0
C6059 0.0
C6060 1.0
C6061 0.0
C6062 0.0
C6063 0.0
C6064 1.0
C6065 0.0
C6066 0.0
C6067 0.0
C6068 1.0
C6069 0.0
C6070 0.0
C6071 0.0
C6072 1.0
C6073 0.0
C6074 0.0
C6075 0.0
C6076 1.0
C6077 0.0
C6078 0.0
C6079 0.0
C6080 1.0
C6081 0.0
C6082 0.0
C6083 0.0
C6084 1.0
C6085 0.0
C6086 0.0
C6087 0.0
C6088 1.0
C6089 0.0
C6090 1.0
C6091 1.0
C6092 0.0
C6093 0.0
C6094 0.0
C6095 0.0
C6096 1.0
C6097 0.0
C6098 0.0
C6099 0.0
C6100 1.0
C6101 0.0
C6102 0.0
C6103 0.0
C6104 1.0
C6105 0.0
C6106 0.0
C6107 0.0
C6108 1.0
C6109 0.0
C6110 0.0
C6111 0.0
C6112 1.0
C6113 0.0
C6114 0.0
C6115 0.0
C6116 1.0
C6117 0.0
C6118 0.0
C6119 0.0
C6120 1.0
C6121 0.0
C6122 0.0
C6123 0.0
C6124 1.0
C6125 0.0
C6126 0.0
C6127 0.0
C6128 1.0
C6129 0.0
C6130 0.0
C6131 0.0
C6132 1.0
C6133 0.0
C6134 0.0
C6135 0.0
C6136 1.0
C6137 0.0
C6138 0.0
C6139 0.0
C6140 1.0
C6141 0.0
C6142 0.0
C6143 0.0
C6144 1.0
C6145 0.0
C6146 0.0
C6147 0.0
C6148 1.0
C6149 0.0
C6150 0.0
C6151 0.0
C6152 1.0
C6153 0.0
C6154 1.0
C6155 1.0
C6156 0.0
C6157 0.0
C6158 0.0
C6159 0.0
C6160 1.0
C6161 0.0
C6162 0.0
C6163 0.0
C6164 1.0
C6165 0.0
C6166 0.0
C6167 0.0
C6168 1.0
C6169 0.0
C6170 0.0
C6171 0.0
C6172 1.0
C6173 0.0
C6174 0.0
C6175 0.0
C6176 1.0
C6177 0.0
C6178 0.0
C6179 0.0
C6180 1.0
C6181 0.0
C6182 0.0
C6183 0.0
C6184 1.0
C6185 0.0
C6186 0.0
C6187 0.0
C6188 1.0
C6189 0.0
C6190 0.0
C6191 0.0
C6192 1.0
C6193 0.0
C6194 0.0
C6195 0.0
C6196 1.0
C6197 0.0
C6198 0.0
C6199 0.0
C6200 1.0
C6201 0.0
C6202 0.0
C6203 0.0
C6204 1.0
C6205 0.0
C6206 0.0
C6207 0.0
C6208 1.0
C6209 0.0
C6210 0.0
C6211 0.0
C6212 1.0
C6213 0.0
C6214 0.0
C6215 0.0
C6216 1.0
C6217 0.0
C6218 0.0
C6219 0.0
C6220 1.0
C6221 0.0
C6222 1.0
C6223 1.0
C6224 0.0
C6225 0.0
C6226 0.0
C6227 0.0
C6228 1.0
C6229 0.0
C6230 0.0
C6231 0.0
C6232 1.0
C6233 0.0
C6234 0.0
C6235 0.0
C6236 1.0
C6237 0.0
C6238 0.0
C6239 0.0
C6240 1.0
C6241 0.0
C6242 0.0
C6243 0.0
C6244 1.0
C6245 0.0
C6246 0.0
C6247 0.0
C6248 1.0
C6249 0.0
C6250 0.0
C6251 0.0
C6252 1.0
C6253 0.0
C6254 0.0
C6255 0.0
C6256 1.0
C6257 0.0
C6258 0.0
C6259 0.0
C6260 1.0
C6261 0.0
C6262 0.0
C6263 0.0
C6264 1.0
C6265 0.0
C6266 0.0
C6267 0.0
C6268 1.0
C6269 0.0
C6270 0.0
C6271 0.0
C6272 1.0
C6273 0.0
C6274 0.0
C6275 0.0
C6276 1.0
C6277 0.0
C6278 0.0
C6279 0.0
C6280 1.0
C6281 0.0
C6282 0.0
C6283 0.0
C6284 1.0
C6285 0.0
C6286 1.0
C6287 1.0
C6288 0.0
C6289 0.0
C6290 0.0
C6291 0.0
C6292 1.0
C6293 0.0
C6294 0.0
C6295 0.0
C6296 1.0
C6297 0.0
C6298 0.0
C6299 0.0
C6300 1.0
C6301 0.0
C6302 0.0
C6303 0.0
C6304 1.0
C6305 0.0
C6306 0.0
C6307 0.0
C6308 1.0
C6309 0.0
C6310 0.0
C6311 0.0
C6312 1.0
C6313 0.0
C6314 0.0
C6315 0.0
C6316 1.0
C6317 0.0
C6318 0.0
C6319 0.0
C6320 1.0
C6321 0.0
C6322 0.0
C6323 0.0
C6324 1.0
C6325 0.0
C6326 0.0
C6327 0.0
C6328 1.0
C6329 0.0
C6330 0.0
C6331 0.0
C6332 1.0
C6333 0.0
C6334 0.0
C6335 0.0
C6336 1.0
C6337 0.0
C6338 0.0
C6339 0.0
C6340 1.0
C6341 0.0
C6342 0.0
C6343 0.0
C6344 1.0
C6345 0.0
C6346 0.0
C6347 0.0
C6348 1.0
C6349 0.0
C6350 1.0
C6351 1.0
C6352 0.0
C6353 0.0
C6354 0.0
C6355 0.0
C6356 1.0
C6357 0.0
C6358 0.0
C6359 0.0
C6360 1.0
C6361 0.0
C6362 0.0
C6363 0.0
C6364 1.0
C6365 0.0
C6366 0.0
C6367 0.0
C6368 1.0
C6369 0.0
C6370 0.0
C6371 0.0
C6372 1.0
C6373 0.0
C6374 0.0
C6375 0.0
C6376 1.0
C6377 0.0
C6378 0.0
C6379 0.0
C6380 1.0
C6381 0.0
C6382 0.0
C6383 0.0
C6384 1.0
C6385 0.0
C6386 0.0
C6387 0.0
C6388 1.0
C6389 0.0
C6390 0.0
C6391 0.0
C6392 1.0
C6393 0.0
C6394 0.0
C6395 0.0
C6396 1.0
C6397 0.0
C6398 0.0
C6399 0.0
C6400 1.0
C6401 0.0
C6402 0.0
C6403 0.0
C6404 1.0
C6405 0.0
C6406 0.0
C6407 0.0
C6408 1.0
C6409 0.0
C6410 0.0
C6411 0.0
C6412 1.0
C6413 0.0
C6414 0.0
C6415 0.0
C6416 1.0
C6417 0.0
C6418 1.0
C6419 1.0
C6420 0.0
C6421 0.0
C6422 0.0
C6423 0.0
C6424 1.0
C6425 0.0
C6426 0.0
C6427 0.0
C6428 1.0
C6429 0.0
C6430 0.0
C6431 0.0
C6432 1.0
C6433 0.0
C6434 0.0
C6435 0.0
C6436 1.0
C6437 0.0
C6438 0.0
C6439 0.0
C6440 1.0
C6441 0.0
C6442 0.0
C6443 0.0
C6444 1.0
C6445 0.0
C6446 0.0
C6447 0.0
C6448 1.0
C6449 0.0
C6450 0.0
C6451 0.0
C6452 1.0
C6453 0.0
C6454 0.0
C6455 0.0
C6456 1.0
C6457 0.0
C6458 0.0
C6459 0.0
C6460 1.0
C6461 0.0
C6462 0.0
C6463 0.0
C6464 1.0
C6465 0.0
C6466 0.0
C6467 0.0
C6468 1.0
C6469 0.0
C6470 0.0
C6471 0.0
C6472 1.0
C6473 0.0
C6474 0.0
C6475 0.0
C6476 1.0
C6477 0.0
C6478 0.0
C6479 0.0
C6480 1.0
C6481 0.0
C6482 1.0
C6483 1.0
C6484 0.0
C6485 0.0
C6486 0.0
C6487 0.0
C6488 1.0
C6489 0.0
C6490 0.0
C6491 0.0
C6492 1.0
C6493 0.0
C6494 0.0
C6495 0.0
C6496 1.0
C6497 0.0
C6498 0.0
C6499 0.0
C6500 1.0
C6501 0.0
C6502 0.0
C6503 0.0
C6504 1.0
C6505 0.0
C6506 0.0
C6507 0.0
C6508 1.0
C6509 0.0
C6510 0.0
C6511 0.0
C6512 1.0
C6513 0.0
C6514 0.0
C6515 0.0
C6516 1.0
C6517 0.0
C6518 0.0
C6519 0.0
C6520 1.0
C6521 0.0
C6522 0.0
C6523 0.0
C6524 1.0
C6525 0.0
C6526 0.0
C6527 0.0
C6528 1.0
C6529 0.0
C6530 0.0
C6531 0.0
C6532 1.0
C6533 0.0
C6534 0.0
C6535 0.0
C6536 1.0
C6537 0.0
C6538 0.0
C6539 0.0
C6540 1.0
C6541 0.0
C6542 0.0
C6543 0.0
C6544 1.0
C6545 0.0
C6546 1.0
C6547 1.0
C6548 0.0
C6549 0.0
C6550 0.0
C6551 0.0
C6552 1.0
C6553 0.0
C6554 0.0
C6555 0.0
C6556 1.0
C6557 0.0
C6558 0.0
C6559 0.0
C6560 1.0
C6561 0.0
C6562 0.0
C6563 0.0
C6564 1.0
C6565 0.0
C6566 0.0
C6567 0.0
C6568 1.0
C6569 0.0
C6570 0.0
C6571 0.0
C6572 1.0
C6573 0.0
C6574 0.0
C6575 0.0
C6576 1.0
C6577 0.0
C6578 0.0
C6579 0.0
C6580 1.0
C6581 0.0
C6582 0.0
C6583 0.0
C6584 1.0
C6585 0.0
C6586 0.0
C6587 0.0
C6588 1.0
C6589 0.0
C6590 0.0
C6591 0.0
C6592 1.0
C6593 0.0
C6594 0.0
C6595 0.0
C6596 1.0
C6597 0.0
C6598 0.0
C6599 0.0
C6600 1.0
C6601 0.0
C6602 0.0
C6603 0.0
C6604 1.0
C6605 0.0
C6606 0.0
C6607 0.0
C6608 1.0
C6609 0.0
C6610 0.0
C6611 0.0
C6612 1.0
C6613 0.0
C6614 1.0
C6615 1.0
C6616 0.0
C6617 0.0
C6618 0.0
C6619 0.0
C6620 1.0
C6621 0.0
C6622 0.0
C6623 0.0
C6624 1.0
C6625 0.0
C6626 0.0
C6627 0.0
C6628 1.0
C6629 0.0
C6630 0.0
C6631 0.0
C6632 1.0
C6633 0.0
C6634 0.0
C6635 0.0
C6636 1.0
C6637 0.0
C6638 0.0
C6639 0.0
C6640 1.0
C6641 0.0
C6642 0.0
C6643 0.0
C6644 1.0
C6645 0.0
C6646 0.0
C6647 0.0
C6648 1.0
C6649 0.0
C6650 0.0
C6651 0.0
C6652 1.0
C6653 0.0
C6654 0.0
C6655 0.0
C6656 1.0
C6657 0.0
C6658 0.0
C6659 0.0
C6660 1.0
C6661 0.0
C6662 0.0
C6663 0.0
C6664 1.0
C6665 0.0
C6666 0.0
C6667 0.0
C6668 1.0
C6669 0.0
C6670 0.0
C6671 0.0
C6672 1.0
C6673 0.0
C6674 0.0
C6675 0.0
C6676 1.0
C6677 0.0
C6678 1.0
C6679 1.0
C6680 0.0
C6681 0.0
C6682 0.0
C6683 0.0
C6684 1.0
C6685 0.0
C6686 0.0
C6687 0.0
C6688 1.0
C6689 0.0
C6690 0.0
C6691 0.0
C6692 1.0
C6693 0.0
C6694 0.0
C6695 0.0
C6696 1.0
C6697 0.0
C6698 0.0
C6699 0.0
C6700 1.0
C6701 0.0
C6702 0.0
C6703 0.0
C6704 1.0
C6705 0.0
C6706 0.0
C6707 0.0
C6708 1.0
C6709 0.0
C6710 0.0
C6711 0.0
C6712 1.0
C6713 0.0
C6714 0.0
C6715 0.0
C6716 1.0
C6717 0.0
C6718 0.0
C6719 0.0
C6720 1.0
C6721 0.0
C6722 0.0
C6723 0.0
C6724 1.0
C6725 0.0
C6726 0.0
C6727 0.0
C6728 1.0
C6729 0.0
C6730 0.0
C6731 0.0
C6732 1.0
C6733 0.0
C6734 0.0
C6735 0.0
C6736 1.0
C6737 0.0
C6738 0.0
C6739 0.0
C6740 1.0
C6741 0.0
C6742 1.0
C6743 1.0
C6744 0.0
C6745 0.0
C6746 0.0
C6747 0.0
C6748 1.0
C6749 0.0
C6750 0.0
C6751 0.0
C6752 1.0
C6753 0.0
C6754 0.0
C6755 0.0
C6756 1.0
C6757 0.0
C6758 0.0
C6759 0.0
C6760 1.0
C6761 0.0
C6762 0.0
C6763 0.0
C6764 1.0
C6765 0.0
C6766 0.0
C6767 0.0
C6768 1.0
C6769 0.0
C6770 0.0
C6771 0.0
C6772 1.0
C6773 0.0
C6774 0.0
C6775 0.0
C6776 1.0
C6777 0.0
C6778 0.0
C6779 0.0
C6780 1.0
C6781 0.0
C6782 0.0
C6783 0.0
C6784 1.0
C6785 0.0
C6786 0.0
C6787 0.0
C6788 1.0
C6789 0.0
C6790 0.0
C6791 0.0
C6792 1.0
C6793 0.0
C6794 0.0
C6795 0.0
C6796 1.0
C6797 0.0
C6798 0.0
C6799 0.0
C6800 1.0
C6801 0.0
C6802 0.0
C6803 0.0
C6804 1.0
C6805 0.0
C6806 0.0
C6807 0.0
C6808 1.0
C6809 0.0
C6810 1.0
C6811 1.0
C6812 0.0
C6813 0.0
C6814 0.0
C6815 0.0
C6816 1.0
C6817 0.0
C6818 0.0
C6819 0.0
C6820 1.0
C6821 0.0
C6822 0.0
C6823 0.0
C6824 1.0
C6825 0.0
C6826 0.0
C6827 0.0
C6828 1.0
C6829 0.0
C6830 0.0
C6831 0.0
C6832 1.0
C6833 0.0
C6834 0.0
C6835 0.0
C6836 1.0
C6837 0.0
C6838 0.0
C6839 0.0
C6840 1.0
C6841 0.0
C6842 0.0
C6843 0.0
C6844 1.0
C6845 0.0
C6846 0.0
C6847 0.0
C6848 1.0
C6849 0.0
C6850 0.0
C6851 0.0
C6852 1.0
C6853 0.0
C6854 0.0
C6855 0.0
C6856 1.0
C6857 0.0
C6858 0.0
C6859 0.0
C6860 1.0
C6861 0.0
C6862 0.0
C6863 0.0
C6864 1.0
C6865 0.0
C6866 0.0
C6867 0.0
C6868 1.0
C6869 0.0
C6870 0.0
C6871 0.0
C6872 1.0
C6873 0.0
C6874 1.0
C6875 1.0
C6876 0.0
C6877 0.0
C6878 0.0
C6879 0.0
C6880 1.0
C6881 0.0
C6882 0.0
C6883 0.0
C6884 1.0
C6885 0.0
C6886 0.0
C6887 0.0
C6888 1.0
C6889 0.0
C6890 0.0
C6891 0.0
C6892 1.0
C6893 0.0
C6894 0.0
C6895 0.0
C6896 1.0
C6897 0.0
C6898 0.0
C6899 0.0
C6900 1.0
C6901 0.0
C6902 0.0
C6903 0.0
C6904 1.0
C6905 0.0
C6906 0.0
C6907 0.0
C6908 1.0
C6909 0.0
C6910 0.0
C6911 0.0
C6912 1.0
C6913 0.0
C6914 0.0
C6915 0.0
C6916 1.0
C6917 0.0
C6918 0.0
C6919 0.0
C6920 1.0
C6921 0.0
C6922 0.0
C6923 0.0
C6924 1.0
C6925 0.0
C6926 0.0
C6927 0.0
C6928 1.0
C6929 0.0
C6930 0.0
C6931 0.0
C6932 1.0
C6933 0.0
C6934 0.0
C6935 0.0
C6936 1.0
C6937 0.0
C6938 1.0
C6939 1.0
C6940 0.0
C6941 0.0
C6942 0.0
C6943 0.0
C6944 1.0
C6945 0.0
C6946 0.0
C6947 0.0
C6948 1.0
C6949 0.0
C6950 0.0
C6951 0.0
C6952 1.0
C6953 0.0
C6954 0.0
C6955 0.0
C6956 1.0
C6957 0.0
C6958 0.0
C6959 0.0
C6960 1.0
C6961 0.0
C6962 0.0
C6963 0.0
C6964 1.0
C6965 0.0
C6966 0.0
C6967 0.0
C6968 1.0
C6969 0.0
C6970 0.0
C6971 0.0
C6972 1.0
C6973 0.0
C6974 0.0
C6975 0.0
C6976 1.0
C6977 0.0
C6978 0.0
C6979 0.0
C6980 1.0
C6981 0.0
C6982 0.0
C6983 0.0
C6984 1.0
C6985 0.0
C6986 0.0
C6987 0.0
C6988 1.0
C6989 0.0
C6990 0.0
C6991 0.0
C6992 1.0
C6993 0.0
C6994 0.0
C6995 0.0
C6996 1.0
C6997 0.0
C6998 0.0
C6999 0.0
C7000 1.0
C7001 0.0
C7002 0.0
C7003 0.0
C7004 1.0
C7005 0.0
C7006 1.0
C7007 1.0
C7008 0.0
C7009 0.0
C7010 0.0
C7011 0.0
C7012 1.0
C7013 0.0
C7014 0.0
C7015 0.0
C7016 1.0
C7017 0.0
C7018 0.0
C7019 0.0
C7020 1.0
C7021 0.0
C7022 0.0
C7023 0.0
C7024 1.0
C7025 0.0
C7026 0.0
C7027 0.0
C7028 1.0
C7029 0.0
C7030 0.0
C7031 0.0
C7032 1.0
C7033 0.0
C7034 0.0
C7035 0.0
C7036 1.0
C7037 0.0
C7038 0.0
C7039 0.0
C7040 1.0
C7041 0.0
C7042 0.0
C7043 0.0
C7044 1.0
C7045 0.0
C7046 0.0
C7047 0.0
C7048 1.0
C7049 0.0
C7050 0.0
C7051 0.0
C7052 1.0
C7053 0.0
C7054 0.0
C7055 0.0
C7056 1.0
C7057 0.0
C7058 0.0
C7059 0.0
C7060 1.0
C7061 0.0
C7062 0.0
C7063 0.0
C7064 1.0
C7065 0.0
C7066 0.0
C7067 0.0
C7068 1.0
C7069 0.0
C7070 1.0
C7071 1.0
C7072 0.0
C7073 0.0
C7074 0.0
C7075 0.0
C7076 1.0
C7077 0.0
C7078 0.0
C7079 0.0
C7080 1.0
C7081 0.0
C7082 0.0
C7083 0.0
C7084 1.0
C7085 0.0
C7086 0.0
C7087 0.0
C7088 1.0
C7089 0.0
C7090 0.0
C7091 0.0
C7092 1.0
C7093 0.0
C7094 0.0
C7095 0.0
C7096 1.0
C7097 0.0
C7098 0.0
C7099 0.0
C7100 1.0
C7101 0.0
C7102 0.0
C7103 0.0
C7104 1.0
C7105 0.0
C7106 0.0
C7107 0.0
C7108 1.0
C7109 0.0
C7110 0.0
C7111 0.0
C7112 1.0
C7113 0.0
C7114 0.0
C7115 0.0
C7116 1.0
C7117 0.0
C7118 0.0
C7119 0.0
C7120 1.0
C7121 0.0
C7122 0.0
C7123 0.0
C7124 1.0
C7125 0.0
C7126 0.0
C7127 0.0
C7128 1.0
C7129 0.0
C7130 0.0
C7131 0.0
C7132 1.0
C7133 0.0
C7134 1.0
C7135 1.0
C7136 0.0
C7137 0.0
C7138 0.0
C7139 0.0
C7140 1.0
C7141 0.0
C7142 0.0
C7143 0.0
C7144 1.0
C7145 0.0
C7146 0.0
C7147 0.0
C7148 1.0
C7149 0.0
C7150 0.0
C7151 0.0
C7152 1.0
C7153 0.0
C7154 0.0
